GeneMark.hmm PROKARYOTIC (Version 3.4.4)
Date: Fri Feb 12 06:45:23 2016
Sequence file name: ../NC_000913.fna
Model file name: itr_9.rbs.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: gi|556503834|ref|NC_000913.3| Escherichia coli str. K-12 substr. MG1655, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class     RBS      RBS
 2287        +     2475532     2475873          342        1       -2  17.4607
 2288        +     2475873     2476178          306        1       81  17.9342
 2289        -     2476694     2477629          936        1       75  63.8599
 2290        +     2477847     2479184         1338        1       11 139.2354
 2291        +     2479202     2480530         1329        1       84 173.8732
 2292        -     2480638     2482176         1539        1       16  53.7088
 2293        -     2482176     2483339         1164        1     -101  82.3272
 2294        +     2483755     2484369          615        1       28  42.4707
 2295        +     2484374     2487967         3594        1     -122 203.8227
 2296        -     2488023     2489168         1146        1       88  68.1705
 2297        -     2489242     2490186          945        1       85  51.0343
 2298        -     2490256     2491950         1695        1       67 154.6066
 2299        -     2492004     2493254         1251        1       83 131.6071
 2300        -     2493767     2494402          636        1      -45  63.0832
 2301        +     2494698     2494973          276        1      -32   4.9853
 2302        -     2495050     2495292          243        1       73  14.3002
 2303        +     2495645     2496565          921        1     -110  98.6984
 2304        -     2497057     2498295         1239        1        2 197.9401
 2305        +     2498671     2500368         1698        1      100 243.0811
 2306        +     2500383     2501117          735        1       20 111.4875
 2307        +     2501130     2501987          858        1       -5 113.0472
 2308        -     2501990     2504485         2496        1       53 449.4439
 2309        -     2504510     2505547         1038        1       85 156.0791
 2310        -     2505547     2506632         1086        1     -106 169.7284
 2311        -     2506647     2507894         1248        1      126 202.7776
 2312        -     2507916     2508242          327        1      -40  52.1417
 2313        -     2508461     2509426          966        1     -123 135.7518
 2314        +     2509630     2510886         1257        1       48 151.8048
 2315        +     2511001     2511327          327        1     -117  35.3990
 2316        -     2511468     2512706         1239        1       78 196.1543
 2317        +     2513042     2514244         1203        1     -121 179.0072
 2318        +     2514331     2515443         1113        1     -112  68.2084
 2319        -     2515643     2517937         2295        1      -69 245.7726
 2320        +     2518467     2518811          345        1      -67  40.5798
 2321        +     2518834     2519205          372        1       31  27.5731
 2322        -     2519257     2520672         1416        1      109 236.9337
 2323        -     2521593     2522492          900        1     -111  67.9785
 2324        -     2522518     2522676          159        1       65   4.5602
 2325        -     2522729     2523985         1257        1       90 123.3027
 2326        -     2524045     2524878          834        1      -38  90.8360
 2327        +     2525127     2525891          765        1      -72  70.2443
 2328        -     2525930     2526856          927        1     -107 118.3556
 2329        +     2526946     2527944          999        1      -41 132.2138
 2330        -     2527941     2528159          219        1      -84  15.0945
 2331        -     2528161     2530176         2016        1     -115 348.9271
 2332        -     2530247     2531221          975        1      -92 127.0603
 2333        +     2531463     2532224          762        1      115  83.4139
 2334        +     2532409     2533380          972        1       44 162.8973
 2335        +     2533764     2534021          258        1      124  26.0450
 2336        +     2534066     2535793         1728        1      -91 238.3606
 2337        +     2535834     2536343          510        1     -111  67.8196
 2338        -     2536386     2537237          852        1       32 123.2939
 2339        +     2537342     2537716          375        1      113  30.0778
 2340        +     2537749     2538483          735        1       10  56.5994
 2341        -     2538672     2539661          990        1     -109 160.6768
 2342        -     2539717     2540814         1098        1       26 199.0670
 2343        -     2540804     2541661          858        1      114 164.7394
 2344        -     2541679     2542512          834        1      -60 138.5531
 2345        -     2542512     2543528         1017        1      -75 173.3529
 2346        -     2543832     2544623          792        1       -5 131.7289
 2347        -     2544752     2545609          858        1      -44 111.8724
 2348        +     2545773     2546669          897        1       94 134.0304
 2349        +     2546673     2548097         1425        1      -28 237.9839
 2350        +     2548069     2549406         1338        1       82 203.6528
 2351        -     2549646     2550545          900        1       28 163.3880
 2352        -     2550641     2551216          576        1      -67  77.3476
 2353        -     2551277     2551726          450        1      -64  46.7963
 2354        -     2551713     2552138          426        1       91  50.2774
 2355        +     2552352     2553221          870        1       13 114.0702
 2356        +     2553225     2554124          900        1      122 120.1135
 2357        -     2554130     2555182         1053        1       54 152.7460
 2358        -     2555228     2555728          501        1       96  64.1657
 2359        -     2555741     2556400          660        1       -3 106.2542
 2360        -     2556410     2557297          888        1      126 133.3508
 2361        -     2557318     2558679         1362        1      -26 222.9248
 2362        +     2558858     2560066         1209        1      119  53.3274
 2363        +     2560371     2560898          528        1       99  19.5071
 2364        +     2561371     2561613          243        1       70   5.1862
 2365        +     2561625     2561993          369        1       71  15.3148
 2366        +     2562111     2562527          417        1       52  10.7410
 2367        +     2562524     2563117          594        1      -49  39.2965
 2368        +     2563592     2563969          378        1       -5  24.3843
 2369        +     2563980     2564372          393        1      126  30.4795
 2370        +     2564523     2565332          810        1     -104  70.5787
 2371        -     2565481     2566884         1404        1      -11 232.2507
 2372        -     2566881     2568107         1227        1      -77 212.6271
 2373        -     2568324     2569511         1188        1       56 199.7520
 2374        -     2569501     2570337          837        1      111 118.5815
 2375        -     2570348     2571751         1404        1      -10 246.6904
 2376        -     2571763     2572050          288        1       40  31.3769
 2377        -     2572157     2572450          294        1      -80  40.4568
 2378        -     2572489     2573505         1017        1      -55 155.7619
 2379        -     2573502     2574305          804        1      -15 127.6816
 2380        -     2574302     2575003          702        1      -84 108.0741
 2381        -     2574978     2575457          480        1      118  50.3507
 2382        -     2575470     2575805          336        1      -54  49.9628
 2383        -     2576098     2578377         2280        1      -40 387.0107
 2384        +     2578666     2579616          951        1      -37 120.1821
 2385        +     2579636     2581639         2004        1      -98 333.8509
 2386        -     2581734     2582741         1008        1      -35 129.1619
 2387        -     2582903     2583478          576        1      -61  68.7444
 2388        -     2583546     2585525         1980        1      -61 272.5982
 2389        +     2585785     2587431         1647        1      -79 226.2279
 2390        +     2587595     2590708         3114        1      -74 498.7873
 2391        +     2591247     2591603          357        1        2  38.7218
 2392        +     2591607     2592734         1128        1      105 161.4185
 2393        +     2592762     2592962          201        1      -20   8.2517
 2394        -     2593072     2593770          699        1       -8 108.0610
 2395        -     2593844     2595859         2016        1       37 263.2904
 2396        -     2595874     2596737          864        1     -116  91.1423
 2397        -     2596905     2597618          714        1       -8 122.2496
 2398        -     2597831     2598865         1035        1      -34 128.0232
 2399        -     2598882     2599760          879        1       93 107.3961
 2400        +     2599906     2600478          573        1      -46  56.0303
 2401        +     2600478     2600948          471        1       23  60.8765
 2402        +     2601201     2601818          618        1      -27  46.9525
 2403        +     2601818     2603836         2019        1       76 242.0187
 2404        +     2603847     2604794          948        1       57 134.5179
 2405        +     2604811     2606250         1440        1       -9 212.6770
 2406        +     2606262     2606912          651        1      -89  97.6158
 2407        +     2606917     2608497         1581        1       55 211.1130
 2408        +     2608487     2610154         1668        1       95 254.1491
 2409        +     2610164     2610709          546        1      -25  56.9000
 2410        +     2610706     2611464          759        1        5  79.5794
 2411        +     2611394     2611870          477        1      -80  28.9960
 2412        +     2611900     2613912         2013        1      -81 219.4341
 2413        +     2613934     2614782          849        1      -93 108.6280
 2414        -     2614820     2615881         1062        1       84 188.3126
 2415        +     2616094     2617557         1464        1       11 249.6837
 2416        +     2617578     2617937          360        1      -35  57.1182
 2417        -     2618075     2618821          747        1      -41  87.4903
 2418        -     2618871     2620160         1290        1       14 188.3622
 2419        -     2620246     2620872          627        1      -41 100.8578
 2420        +     2621182     2622234         1053        1       -9 172.8101
 2421        +     2622234     2622872          639        1       16  87.9456
 2422        +     2623044     2625110         2067        1       57 312.0777
 2423        +     2625187     2626656         1470        1     -107 210.8735
 2424        -     2626695     2628938         2244        1       84 227.0079
 2425        +     2629338     2629481          144        1      -49   1.8257
 2426        +     2629795     2630310          516        1     -105  35.0536
 2427        +     2630326     2630865          540        1      -93  78.6283
 2428        -     2630958     2632535         1578        1       98 277.9616
 2429        -     2632604     2634139         1536        1      -90 265.0947
 2430        +     2634232     2635602         1371        1      -22 169.0689
 2431        -     2635599     2635850          252        1       93   1.7568
 2432        -     2635884     2637356         1473        1       61 235.1201
 2433        -     2637474     2638652         1179        1       72 167.7761
 2434        -     2638663     2639283          621        1      -56  84.7796
 2435        -     2639301     2640575         1275        1      -51 192.7205
 2436        -     2640686     2641804         1119        1      -97 186.1041
 2437        -     2641831     2642844         1014        1      -82 114.9246
 2438        -     2643129     2644283         1155        1       80 198.2921
 2439        -     2644433     2644864          432        1     -117  62.7260
 2440        -     2645013     2647325         2313        1       39 272.7952
 2441        -     2647326     2652287         4962        1     -117 826.2869
 2442        +     2652494     2653339          846        1       63  99.6577
 2443        -     2654157     2654933          777        1      -29  82.6172
 2444        -     2655075     2656358         1284        1      120 226.2075
 2445        -     2656536     2656736          201        1      -21  17.0343
 2446        -     2656748     2657083          336        1       74  35.9506
 2447        -     2657085     2658935         1851        1     -126 345.4998
 2448        -     2658952     2659467          516        1     -106  68.4060
 2449        -     2659563     2659886          324        1       59  37.1296
 2450        -     2659903     2660289          387        1      -52  55.2657
 2451        -     2660317     2661531         1215        1      -94 203.8868
 2452        -     2661643     2662131          489        1       -1  65.4181
 2453        -     2662583     2663323          741        1      -93 127.5825
 2454        +     2663442     2664245          804        1        7 127.3558
 2455        +     2664390     2665244          855        1      -66  96.8242
 2456        +     2665438     2666715         1278        1      -40 125.0336
 2457        -     2666707     2667846         1140        1       81 148.9877
 2458        -     2668006     2668896          891        1      109 114.8729
 2459        +     2669032     2670393         1362        1      -31 173.7669
 2460        +     2670390     2670908          519        1       41  58.3664
 2461        +     2670908     2671228          321        1       38  17.9869
 2462        +     2671225     2672037          813        1      110 129.2527
 2463        +     2672047     2673249         1203        1      -94 178.4987
 2464        +     2673346     2673768          423        1      -76  39.8310
 2465        -     2673816     2674688          873        1       15 103.4632
 2466        -     2674700     2675761         1062        1       63 174.2917
 2467        -     2675827     2676825          999        1      102 176.8758
 2468        -     2676850     2678361         1512        1      100 246.8833
 2469        -     2678384     2679367          984        1       91 126.0032
 2470        -     2679464     2682745         3282        1     -124 522.7930
 2471        +     2682863     2684056         1194        1      -36 154.3602
 2472        -     2684254     2685507         1254        1       76 225.0559
 2473        +     2685835     2687025         1191        1      125 201.7194
 2474        -     2687070     2687408          339        1      -69  51.3433
 2475        -     2687469     2688803         1335        1       50 225.3492
 2476        -     2688793     2689482          690        1      -41  99.1430
 2477        -     2689671     2691098         1428        1       38 176.0558
 2478        -     2691656     2695540         3885        1     -128 698.9227
 2479        +     2695801     2697357         1557        1      106 214.4236
 2480        -     2697354     2697857          504        1     -109  57.3409
 2481        -     2697915     2698550          636        1       68  76.3971
 2482        +     2698759     2699607          849        1        0 115.1647
 2483        +     2699702     2699923          222        1      -93   6.0203
 2484        -     2700618     2700998          381        1      -44  48.2377
 2485        -     2700998     2701729          732        1      -83 153.1530
 2486        -     2701741     2702469          729        1     -108  86.9138
 2487        -     2702481     2703386          906        1       44 150.0487
 2488        -     2703383     2703997          615        1     -114  74.5211
 2489        -     2704335     2705309          975        1      -86 140.5824
 2490        -     2705325     2707124         1800        1      -63 289.5424
 2491        -     2707322     2707801          480        1      108  41.1653
 2492        -     2707798     2708754          957        1       29 103.7284
 2493        -     2708754     2709404          651        1      -85  78.7926
 2494        -     2709437     2710012          576        1       11  25.9782
 2495        +     2710420     2712042         1623        1     -120 187.6825
 2496        -     2712027     2712764          738        1      -53  88.6061
 2497        +     2712896     2714230         1335        1       52 233.8439
 2498        -     2714439     2715320          882        1      -57  75.6054
 2499        +     2715423     2716010          588        1       16  57.9614
 2500        -     2716066     2716449          384        1       45  61.6415
 2501        +     2716754     2717443          690        1       73  99.4515
 2502        -     2717491     2718528         1038        1       71 160.2864
 2503        +     2718735     2719154          420        1        8  36.7441
 2504        +     2719223     2719921          699        1      -25  69.0119
 2505        +     2719953     2722613         2661        1      -58 369.7203
 2506        +     2722727     2724082         1356        1     -102 189.5244
 2507        +     2724128     2724451          324        1       19  27.3443
 2508        -     2724448     2725746         1299        1      122  93.5671
 2509        -     2731600     2734173         2574        1      107 436.0546
 2510        -     2734303     2735034          732        1      -48  71.1992
 2511        -     2735031     2735942          912        1       81 136.9639
 2512        +     2736146     2736883          738        1       10 102.7350
 2513        +     2737160     2737495          336        1       -5  38.2392
 2514        +     2737745     2738905         1161        1       68 155.1078
 2515        -     2738948     2740069         1122        1      113 170.3489
 2516        -     2740080     2741150         1071        1      -81 137.7280
 2517        +     2741363     2741725          363        1       98  24.9046
 2518        +     2741875     2742393          519        1       95  17.8864
 2519        +     2742386     2743609         1224        1      108 130.1756
 2520        +     2743625     2744107          483        1       54  16.9964
 2521        -     2744183     2744530          348        1      -33  41.2847
 2522        -     2744572     2745339          768        1        8  73.7972
 2523        -     2745370     2745918          549        1       84  48.0854
 2524        -     2745937     2746185          249        1       84  20.3183
 2525        -     2746434     2747795         1362        1     -101 234.2470
 2526        +     2747887     2748753          867        1      -36  99.1875
 2527        +     2748798     2750060         1263        1      104 205.7804
 2528        -     2750115     2750708          594        1        5 110.9496
 2529        +     2750831     2751709          879        1       95  82.9201
 2530        +     2751795     2753456         1662        1       42 231.0201
 2531        +     2753605     2753946          342        1       51  34.4264
 2532        -     2754008     2754298          291        1        6  30.8950
 2533        -     2754288     2754737          450        1      -66  29.1851
 2534        +     2754896     2755378          483        1       64  42.9756
 2535        +     2756159     2757400         1242        1       43  75.9517
 2536        -     2757644     2758600          957        1      -45  38.9903
 2537        +     2758985     2760394         1410        1       61  76.4515
 2538        +     2760547     2761173          627        1       91   1.9199
 2539        -     2761351     2763540         2190        1       32 118.0480
 2540        -     2763537     2765153         1617        1      118  61.5235
 2541        +     2765918     2766991         1074        1       79  38.4468
 2542        +     2766984     2767355          372        1      122  15.6437
 2543        +     2767710     2768573          864        1       81  83.3322
 2544        +     2768665     2769486          822        1       10  84.3661
 2545        +     2769703     2770404          702        1       28  63.2353
 2546        +     2770445     2770681          237        1        1  21.5331
 2547        +     2770681     2771124          444        1      -13  39.6350
 2548        +     2771148     2771615          468        1      -66  34.0857
 2549        -     2771840     2772094          255        1     -124   1.6915
 2550        -     2772167     2772760          594        1       38  54.8504
 2551        -     2772836     2773036          201        1       56   7.0982
 2552        +     2773318     2775021         1704        1       54  64.2223
 2553        +     2775919     2776377          459        1      100  59.0887
 2554        +     2776389     2776868          480        1       54  48.5448
 2555        +     2777115     2777432          318        1       15  15.3516
 2556        +     2777453     2777782          330        1       99   6.9515
 2557        -     2778146     2782447         4302        1       -6 340.9968
 2558        -     2783638     2784429          792        1      -72  36.4783
 2559        -     2784529     2785011          483        1        1  23.0190
 2560        +     2786397     2786729          333        1       78   4.6570
 2561        +     2786748     2787434          687        1      -76  36.2347
 2562        +     2787447     2788238          792        1      107  43.9988
 2563        +     2788985     2789962          978        1      105 146.7404
 2564        +     2789982     2791250         1269        1       78 173.3115
 2565        +     2791273     2792721         1449        1       89 292.0157
 2566        +     2792735     2794015         1281        1       22 220.9391
 2567        +     2794253     2795653         1401        1        0 177.3758
 2568        +     2795674     2796336          663        1     -115 115.6499
 2569        -     2796337     2796786          450        1       -3  56.6976
 2570        -     2796870     2797028          159        1      -15   7.7523
 2571        +     2797211     2797510          300        1     -118  24.2482
 2572        +     2797520     2798044          525        1      -61  44.4855
 2573        -     2798091     2798495          405        1      -80  46.0703
 2574        +     2799164     2799613          450        1       45  38.1072
 2575        -     2799650     2799994          345        1     -118  29.8035
 2576        +     2800134     2800475          342        1      -13  28.3426
 2577        +     2800723     2800968          246        1       71  30.1200
 2578        +     2800965     2801375          411        1       63  27.6718
 2579        +     2801348     2803492         2145        1      -78 321.1923
 2580        +     2803502     2804461          960        1       33 123.7481
 2581        +     2804815     2806017         1203        1       59 150.9141
 2582        +     2806010     2807074         1065        1      -21 189.4720
 2583        +     2807132     2808124          993        1       79 161.8101
 2584        +     2808316     2808582          267        1      -10  36.7953
 2585        +     2808576     2809493          918        1      -17 131.0731
 2586        +     2809617     2810354          738        1        3  75.4365
 2587        +     2810344     2810679          336        1      -37  35.3913
 2588        +     2810770     2811300          531        1      127  56.9160
 2589        +     2811415     2812599         1185        1       12 173.7264
 2590        +     2812616     2814154         1539        1      -70 243.7983
 2591        -     2814218     2814733          516        1       34  75.2387
 2592        -     2814883     2816439         1557        1      -62 255.0578
 2593        -     2816512     2816940          429        1      -68  24.1250
 2594        -     2816937     2817503          567        1      -24  70.2441
 2595        -     2818961     2819146          186        1       80   8.6046
 2596        -     2819381     2822011         2631        1     -127 438.3392
 2597        -     2822139     2822639          501        1       -4  75.6955
 2598        -     2822708     2823769         1062        1       95 205.9263
 2599        -     2823849     2824346          498        1      -91  78.1917
 2600        -     2824491     2825534         1044        1       68 168.3267
 2601        +     2825832     2826395          564        1       91  68.5598
 2602        +     2826392     2827351          960        1     -117 127.9749
 2603        +     2827362     2827733          372        1       85  27.4292
 2604        +     2827737     2828516          780        1      -53 119.6823
 2605        +     2828621     2828980          360        1       64  28.8304
 2606        +     2829047     2829820          774        1      -21 103.0277
 2607        +     2829813     2830778          966        1      -20 189.3061
 2608        -     2830775     2832289         1515        1      -84 249.8637
 2609        +     2832476     2833915         1440        1       81 211.4622
 2610        +     2833912     2835045         1134        1      -18 187.8246
 2611        -     2835173     2837425         2253        1      -59 323.5871
 2612        -     2837578     2838105          528        1      100  55.0865
 2613        -     2838254     2839306         1053        1       16 142.7762
 2614        +     2839524     2840981         1458        1      -36 266.5278
 2615        +     2840990     2842414         1425        1     -110 224.0200
 2616        -     2842573     2843043          471        1      -80  86.1658
 2617        -     2843036     2843446          411        1       70  49.4910
 2618        -     2843443     2844210          768        1       63 113.3001
 2619        -     2844210     2844752          543        1       93  57.8834
 2620        -     2844762     2846471         1710        1       23 307.7413
 2621        -     2846489     2847412          924        1      -63 185.2637
 2622        -     2847415     2849241         1827        1      -29 328.8393
 2623        -     2849238     2849849          612        1       71  64.8343
 2624        -     2849974     2850435          462        1     -107  44.6432
 2625        +     2850647     2850997          351        1       72  10.3679
 2626        +     2851001     2851873          873        1      -92 148.1949
 2627        +     2851837     2852136          300        1      -17  34.3531
 2628        +     2852136     2853257         1122        1       34 171.7524
 2629        +     2853254     2854264         1011        1      123 183.1073
 2630        +     2854338     2856416         2079        1      -73 324.7945
 2631        -     2856453     2856806          354        1      121  28.1665
 2632        +     2857093     2859654         2562        1      125 470.5396
 2633        +     2859760     2860416          657        1      -22  39.8339
 2634        -     2860467     2861234          768        1      -60  77.9581
 2635        +     2861430     2862338          909        1      106 123.8732
 2636        +     2862335     2863501         1167        1       -7 134.1946
 2637        +     2863593     2864231          639        1      -40  79.8813
 2638        +     2864236     2865012          777        1       92  76.0962
 2639        +     2865101     2866465         1365        1      -66 147.3877
 2640        -     2866559     2867587         1029        1     -105 133.7788
 2641        -     2867614     2868753         1140        1       28 108.0592
 2642        -     2868893     2869453          561        1      -40  58.6043
 2643        -     2869513     2870274          762        1       11  88.8501
 2644        -     2870255     2871304         1050        1       21 154.4940
 2645        -     2871301     2871780          480        1      -17  85.0598
 2646        -     2871780     2872490          711        1      -65  75.5084
 2647        -     2872509     2872820          312        1       -1  33.8683
 2648        -     2873014     2873337          324        1       12  37.5591
 2649        -     2873387     2873992          606        1     -114  70.7389
 2650        -     2873992     2875419         1428        1       43 242.9582
 2651        -     2875421     2876329          909        1      -74 154.0576
 2652        +     2876581     2877618         1038        1     -104  97.1206
 2653        -     2878855     2879772          918        1       43  39.9858
 2654        -     2879788     2880387          600        1     -111  26.6096
 2655        -     2880374     2881048          675        1       43   6.6709
 2656        -     2881051     2882142         1092        1      110  92.3379
 2657        -     2882155     2882637          483        1       90  19.6543
 2658        -     2882630     2884138         1509        1       55  76.8951
 2659        -     2884553     2887219         2667        1       69 133.1746
 2660        -     2887578     2888312          735        1     -125 118.6395
 2661        -     2888387     2890072         1686        1      107 290.9274
 2662        -     2890099     2891898         1800        1     -124 276.3795
 2663        +     2892217     2892579          363        1      -84  36.8359
 2664        +     2892657     2893928         1272        1      101 163.6844
 2665        +     2893919     2894179          261        1       83  27.7950
 2666        +     2894196     2894771          576        1      103  66.7468
 2667        -     2894919     2895779          861        1      -79 124.3766
 2668        -     2895776     2896555          780        1      -67 107.2687
 2669        -     2896533     2897870         1338        1      -38 176.7954
 2670        -     2897964     2899418         1455        1      -25 197.7484
 2671        -     2899488     2900273          786        1       65  72.0197
 2672        +     2900592     2901869         1278        1       96 152.6950
 2673        +     2901896     2903374         1479        1     -128 190.0401
 2674        -     2904747     2905418          672        1       85  65.5633
 2675        +     2905642     2906583          942        1       29  38.8122
 2676        -     2906643     2907941         1299        1       51 196.4015
 2677        -     2908029     2909666         1638        1      -11 223.6244
 2678        -     2909894     2910685          792        1      -24 120.3950
 2679        -     2910756     2911091          336        1     -125   9.1970
 2680        -     2911091     2911339          249        1      116  28.6693
 2681        -     2911417     2913651         2235        1     -127 346.0579
 2682        -     2913699     2915000         1302        1      -59 153.0036
 2683        +     2915057     2917813         2757        1      -28 390.0778
 2684        -     2918045     2919385         1341        1      -25 225.4582
 2685        -     2919406     2920761         1356        1       65 189.1007
 2686        -     2920748     2922100         1353        1     -127 205.4571
 2687        -     2922535     2922984          450        1      -16  56.8618
 2688        -     2923002     2923784          783        1       21 107.0963
 2689        -     2923784     2924113          330        1       94  41.0737
 2690        -     2924735     2925271          537        1      -29  48.8355
 2691        +     2925348     2926196          849        1       23  86.4633
 2692        +     2926308     2927672         1365        1      -42 198.6179
 2693        +     2928229     2929518         1290        1       94 200.0372
 2694        +     2929576     2930943         1368        1     -107 227.5345
 2695        +     2930965     2931810          846        1        8  97.2262
 2696        -     2931865     2933013         1149        1       43 190.0015
 2697        -     2933041     2933688          648        1      -60  62.2857
 2698        +     2934235     2935551         1317        1      -48 105.2984
 2699        +     2935584     2937359         1776        1       18 259.8238
 2700        +     2937468     2938886         1419        1      113 169.4845
 2701        +     2938888     2939310          423        1       -7  38.0150
 2702        +     2939368     2940099          732        1      -31  76.9020
 2703        -     2940143     2941243         1101        1       73 156.3170
 2704        -     2941236     2941631          396        1      -52  44.8729
 2705        -     2941650     2942567          918        1      118  88.3980
 2706        -     2942918     2943145          228        1      -73  27.4588
 2707        +     2943337     2944542         1206        1       95 191.8457
 2708        +     2944542     2944985          444        1       16  68.1196
 2709        -     2945036     2945842          807        1       60 140.8171
 2710        -     2946081     2947178         1098        1      118 163.0676
 2711        -     2947757     2949010         1254        1     -103 172.4847
 2712        +     2949242     2950573         1332        1      110 193.1086
 2713        -     2950635     2952461         1827        1       26 242.3490
 2714        -     2952461     2956003         3543        1      -22 527.5850
 2715        -     2955996     2958884         2889        1       49 416.9102
 2716        -     2959060     2962428         3369        1        7 522.9007
 2717        -     2962441     2962764          324        1       87  28.5562
 2718        -     2962749     2963156          408        1      -22  38.4147
 2719        -     2963153     2963716          564        1       15  85.0853
 2720        -     2963707     2964117          411        1      -95  20.9438
 2721        -     2964361     2965155          795        1      -83 114.8044
 2722        -     2965162     2966037          876        1       33 113.4163
 2723        -     2966188     2968434         2247        1     -120 309.6355
 2724        -     2968447     2968977          531        1      -98  40.9526
 2725        +     2969662     2970351          690        1       48  75.4486
 2726        +     2970420     2971133          714        1       39  97.7653
 2727        +     2971271     2971489          219        1      118  22.7120
 2728        +     2971597     2972637         1041        1      -65 152.0110
 2729        -     2972669     2973862         1194        1      -74 192.0700
 2730        -     2973855     2975990         2136        1        8 302.1941
 2731        +     2976599     2977630         1032        1       74 138.3339
 2732        -     2977637     2978899         1263        1       95 188.6399
 2733        +     2979066     2979956          891        1      -24  90.9561
 2734        -     2979943     2980635          693        1       34  74.0031
 2735        -     2980764     2982182         1419        1       44 203.8153
 2736        -     2982497     2983258          762        1      103  97.8896
 2737        -     2983288     2984124          837        1      -57  78.2123
 2738        -     2984411     2985592         1182        1     -117 142.9152
 2739        +     2985847     2987076         1230        1      100  57.3012
 2740        +     2987650     2988168          519        1      113  17.5092
 2741        +     2988643     2989311          669        1       82  13.2995
 2742        +     2989292     2989786          495        1      -36  12.8809
 2743        +     2990554     2991000          447        1      -48  10.3522
 2744        +     2991268     2991759          492        1     -104   9.3020
 2745        +     2992094     2993470         1377        1      -47  48.1116
 2746        +     2993638     2993856          219        1      -39   9.4903
 2747        +     2993939     2994415          477        1       11   8.1492
 2748        -     2994460     2994903          444        1      -30   9.5850
 2749        -     2994937     2995092          156        1      -97   2.1556
 2750        -     2995314     2995745          432        1       46  15.7556
 2751        -     2995748     2996002          255        1       46  18.7385
 2752        -     2995962     2996387          426        1      -80   3.5028
 2753        -     2996372     2997277          906        1       35  41.4558
 2754        -     2997235     2997600          366        1      109  18.2609
 2755        -     2997689     2997967          279        1      -42  10.6770
 2756        -     2998034     2998840          807        1       66  42.0482
 2757        -     2999136     2999891          756        1       91  62.1898
 2758        +     3000306     3002603         2298        1      -26 282.0518
 2759        +     3002614     3003492          879        1      -24 105.6405
 2760        +     3003489     3003968          480        1       88  35.8217
 2761        -     3004008     3005786         1779        1      103 152.0045
 2762        +     3006265     3007452         1188        1       51 177.4197
 2763        +     3007510     3008706         1197        1        9 177.0491
 2764        +     3008764     3009975         1212        1      -24 173.3463
 2765        +     3010028     3011413         1386        1      -32 174.6306
 2766        +     3011461     3012393          933        1      123 146.4504
 2767        -     3012614     3014239         1626        1      106 214.6710
 2768        -     3014287     3014766          480        1     -127  27.6976
 2769        +     3015160     3015738          579        1      -22  22.6061
 2770        +     3016060     3019158         3099        1      110 416.5762
 2771        +     3019161     3020489         1329        1     -116 191.6836
 2772        +     3020540     3021319          780        1      -17 108.7092
 2773        +     3021316     3024186         2871        1       -9 431.3323
 2774        +     3024351     3025751         1401        1      -48 157.3724
 2775        +     3025769     3027085         1317        1       91 184.3810
 2776        +     3027121     3028488         1368        1      -93 172.6070
 2777        -     3028524     3029012          489        1       33  32.7583
 2778        -     3029012     3030931         1920        1      -96 199.2759
 2779        +     3031298     3032815         1518        1      -18 131.3338
 2780        +     3033065     3033613          549        1      -29  48.8190
 2781        -     3033657     3035174         1518        1       51 294.4458
 2782        -     3035184     3036065          882        1      -75 127.0302
 2783        -     3036373     3038055         1683        1      115 270.2998
 2784        -     3038112     3038822          711        1      121  87.5944
 2785        -     3038847     3039743          897        1       12 133.3092
 2786        +     3039855     3040376          522        1       97  75.6810
 2787        -     3040416     3040823          408        1       74  39.1203
 2788        -     3040804     3041070          267        1       60  22.7407
 2789        +     3041313     3042293          981        1       11 170.4291
 2790        -     3042489     3043148          660        1       83  76.7847
 2791        -     3043312     3043623          312        1       50  28.5579
 2792        +     3043662     3045101         1440        1       57 223.4937
 2793        -     3045158     3045901          744        1       22  77.0483
 2794        -     3046168     3049041         2874        1       94 537.5205
 2795        -     3049160     3049549          390        1       88  64.6345
 2796        -     3049573     3050667         1095        1      -74 204.1566
 2797        -     3051115     3052317         1203        1       43 201.9944
 2798        -     3052340     3053518         1179        1      -43 181.9264
 2799        -     3053515     3054840         1326        1        6 215.8037
 2800        -     3054866     3055408          543        1       69  75.5477
 2801        +     3055612     3055941          330        1      -14  16.6613
 2802        +     3056241     3056789          549        1      101  51.4014
 2803        -     3057178     3058410         1233        1       -3 195.4644
 2804        -     3058666     3059361          696        1      -74  99.3050
 2805        -     3059381     3059611          231        1      -79   9.1212
 2806        +     3059753     3060646          894        1       29 123.1604
 2807        +     3060850     3062994         2145        1      108 328.4328
 2808        +     3062987     3063982          996        1      -66 124.3779
 2809        +     3063993     3064778          786        1      -84 108.8093
 2810        +     3064802     3066280         1479        1      -42 201.0548
 2811        -     3066277     3067149          873        1       19  80.3309
 2812        -     3067340     3068080          741        1      -69  95.2770
 2813        -     3068173     3068730          558        1       72  59.8542
 2814        -     3068947     3069807          861        1      125 121.0892
 2815        -     3070165     3071244         1080        1       19 144.8624
 2816        -     3071459     3072622         1164        1      123 180.5493
 2817        -     3072672     3073691         1020        1      -82 111.1730
 2818        -     3073976     3074689          714        1     -111  61.5094
 2819        -     3074686     3075195          510        1     -124  69.0429
